book_id,award_category,title,number_of_votes,link
54304067,best science fiction books 2021,Machinehood by S.B. Divya,643,https://www.goodreads.com/book/show/54304067-machinehood?from_choice=true
55829194,best horror books 2021,The Final Girl Support Group by Grady Hendrix,45960,https://www.goodreads.com/book/show/55829194-the-final-girl-support-group?from_choice=true
54798187,best horror books 2021,Later by Stephen King,40151,https://www.goodreads.com/book/show/54798187-later?from_choice=true
54621094,best horror books 2021,The Last House on Needless Street by Catriona Ward,16934,https://www.goodreads.com/book/show/54621094-the-last-house-on-needless-street?from_choice=true
56666839,best horror books 2021,A Dowry of Blood by S.T. Gibson,16608,https://www.goodreads.com/book/show/56666839-a-dowry-of-blood?from_choice=true
55711617,best horror books 2021,My Heart Is a Chainsaw by Stephen Graham Jones,14389,https://www.goodreads.com/book/show/55711617-my-heart-is-a-chainsaw?from_choice=true
55782435,best horror books 2021,The Book of Accidents by Chuck Wendig,11478,https://www.goodreads.com/book/show/55782435-the-book-of-accidents?from_choice=true
53256108,best horror books 2021,All's Well by Mona Awad,10742,https://www.goodreads.com/book/show/53256108-all-s-well?from_choice=true
54303987,best horror books 2021,The Drowning Kind by Jennifer  McMahon,9720,https://www.goodreads.com/book/show/54303987-the-drowning-kind?from_choice=true
53290204,best horror books 2021,Summer Sons by Lee Mandelo,7989,https://www.goodreads.com/book/show/53290204-summer-sons?from_choice=true
56637938,best horror books 2021,Cackle by Rachel   Harrison,7746,https://www.goodreads.com/book/show/56637938-cackle?from_choice=true
56179382,best horror books 2021,Comfort Me with Apples by Catherynne M. Valente,2837,https://www.goodreads.com/book/show/56179382-comfort-me-with-apples?from_choice=true
55711747,best horror books 2021,Chasing the Boogeyman by Richard  Chizmar,2602,https://www.goodreads.com/book/show/55711747-chasing-the-boogeyman?from_choice=true
51484449,best horror books 2021,Bloodline by Jess Lourey,2151,https://www.goodreads.com/book/show/51484449-bloodline?from_choice=true
54735151,best horror books 2021,Near the Bone by Christina Henry,1999,https://www.goodreads.com/book/show/54735151-near-the-bone?from_choice=true
55941857,best horror books 2021,The Hollows by Mark  Edwards,1931,https://www.goodreads.com/book/show/55941857-the-hollows?from_choice=true
56269269,best horror books 2021,This Thing Between Us by Gus Moreno,1911,https://www.goodreads.com/book/show/56269269-this-thing-between-us?from_choice=true
55425310,best horror books 2021,When the Reckoning Comes by LaTanya McQueen,1653,https://www.goodreads.com/book/show/55425310-when-the-reckoning-comes?from_choice=true
55479351,best horror books 2021,The Whispering Dead by Darcy Coates,1645,https://www.goodreads.com/book/show/55479351-the-whispering-dead?from_choice=true
56029579,best horror books 2021,Come with Me by Ronald Malfi,1303,https://www.goodreads.com/book/show/56029579-come-with-me?from_choice=true
55540151,best horror books 2021,Where They Wait by Scott  Carson,910,https://www.goodreads.com/book/show/55540151-where-they-wait?from_choice=true
54305363,best humor books 2021,Broken by Jenny  Lawson,26788,https://www.goodreads.com/book/show/54305363-broken?from_choice=true
55339007,best humor books 2021,How Y'all Doing? by Leslie Jordan,21669,https://www.goodreads.com/book/show/55339007-how-y-all-doing?from_choice=true
57936600,best humor books 2021,Where the Deer and the Antelope Play by Nick Offerman,19691,https://www.goodreads.com/book/show/57936600-where-the-deer-and-the-antelope-play?from_choice=true
44678031,best humor books 2021,Yearbook by Seth Rogen,19242,https://www.goodreads.com/book/show/44678031-yearbook?from_choice=true
57169049,best humor books 2021,Please Don't Sit on My Bed in Your Outside Clothes by Phoebe Robinson,15261,https://www.goodreads.com/book/show/57169049-please-don-t-sit-on-my-bed-in-your-outside-clothes?from_choice=true
54817546,best humor books 2021,You'll Never Believe What Happened to Lacey by Amber Ruffin,15171,https://www.goodreads.com/book/show/54817546-you-ll-never-believe-what-happened-to-lacey?from_choice=true
49203394,best humor books 2021,Barely Functional Adult by Meichi Ng,13094,https://www.goodreads.com/book/show/49203394-barely-functional-adult?from_choice=true
57190774,best humor books 2021,A Carnival of Snackery by David Sedaris,12354,https://www.goodreads.com/book/show/57190774-a-carnival-of-snackery?from_choice=true
55711661,best humor books 2021,"Well, This Is Exhausting by Sophia Benoit",10969,https://www.goodreads.com/book/show/55711661-well-this-is-exhausting?from_choice=true
57044148,best humor books 2021,Subpar Parks by Amber Share,9701,https://www.goodreads.com/book/show/57044148-subpar-parks?from_choice=true
56269181,best humor books 2021,Fan Fiction by Brent Spiner,3492,https://www.goodreads.com/book/show/56269181-fan-fiction?from_choice=true
49567214,best humor books 2021,She Memes Well by Quinta Brunson,3200,https://www.goodreads.com/book/show/49567214-she-memes-well?from_choice=true
54798456,best humor books 2021,The Wreckage of My Presence by Casey Wilson,2477,https://www.goodreads.com/book/show/54798456-the-wreckage-of-my-presence?from_choice=true
55738541,best humor books 2021,Bring Your Baggage and Don't Pack Light by Helen Ellis,2396,https://www.goodreads.com/book/show/55738541-bring-your-baggage-and-don-t-pack-light?from_choice=true
54304279,best humor books 2021,We Had a Little Real Estate Problem by Kliph Nesteroff,2160,https://www.goodreads.com/book/show/54304279-we-had-a-little-real-estate-problem?from_choice=true
55711655,best humor books 2021,Black Nerd Problems by William  Evans,2025,https://www.goodreads.com/book/show/55711655-black-nerd-problems?from_choice=true
50999697,best humor books 2021,The Particulars of Peter by Kelly Conaboy,1588,https://www.goodreads.com/book/show/50999697-the-particulars-of-peter?from_choice=true
55507046,best humor books 2021,How to Survive America by D.L. Hughley,1541,https://www.goodreads.com/book/show/55507046-how-to-survive-america?from_choice=true
55867892,best humor books 2021,New Teeth by Simon Rich,836,https://www.goodreads.com/book/show/55867892-new-teeth?from_choice=true
56257258,best humor books 2021,Big Time by Jen Spyra,525,https://www.goodreads.com/book/show/56257258-big-time?from_choice=true
55145261,best nonfiction books 2021,The Anthropocene Reviewed by John Green,41649,https://www.goodreads.com/book/show/55145261-the-anthropocene-reviewed?from_choice=true
55825273,best nonfiction books 2021,The Comfort Book by Matt Haig,26813,https://www.goodreads.com/book/show/55825273-the-comfort-book?from_choice=true
56268863,best nonfiction books 2021,The Book of Hope by Jane Goodall,25012,https://www.goodreads.com/book/show/56268863-the-book-of-hope?from_choice=true
55338982,best nonfiction books 2021,Cultish by Amanda Montell,19324,https://www.goodreads.com/book/show/55338982-cultish?from_choice=true
53238858,best nonfiction books 2021,What Happened To You? by Bruce D. Perry,15967,https://www.goodreads.com/book/show/53238858-what-happened-to-you?from_choice=true
53056522,best nonfiction books 2021,Mediocre by Ijeoma Oluo,15226,https://www.goodreads.com/book/show/53056522-mediocre?from_choice=true
55539565,best nonfiction books 2021,Think Again by Adam M. Grant,15080,https://www.goodreads.com/book/show/55539565-think-again?from_choice=true
56769577,best nonfiction books 2021,Fuzz by Mary Roach,12070,https://www.goodreads.com/book/show/56769577-fuzz?from_choice=true
53317339,best nonfiction books 2021,Last Call by Elon Green,11758,https://www.goodreads.com/book/show/53317339-last-call?from_choice=true
52275335,best nonfiction books 2021,How to Avoid a Climate Disaster by Bill  Gates,10109,https://www.goodreads.com/book/show/52275335-how-to-avoid-a-climate-disaster?from_choice=true
56015023,best nonfiction books 2021,This Is Your Mind on Plants by Michael Pollan,4199,https://www.goodreads.com/book/show/56015023-this-is-your-mind-on-plants?from_choice=true
54895704,best nonfiction books 2021,Remember by Lisa Genova,4144,https://www.goodreads.com/book/show/54895704-remember?from_choice=true
55290026,best nonfiction books 2021,A Swim in a Pond in the Rain by George Saunders,3805,https://www.goodreads.com/book/show/55290026-a-swim-in-a-pond-in-the-rain?from_choice=true
56790170,best nonfiction books 2021,The Premonition by Michael   Lewis,3791,https://www.goodreads.com/book/show/56790170-the-premonition?from_choice=true
53231851,best nonfiction books 2021,The Sum of Us by Heather  McGhee,3744,https://www.goodreads.com/book/show/53231851-the-sum-of-us?from_choice=true
54455629,best nonfiction books 2021,The Disordered Cosmos by Chanda Prescod-Weinstein,3639,https://www.goodreads.com/book/show/54455629-the-disordered-cosmos?from_choice=true
49247757,best nonfiction books 2021,A Little Devil in America by Hanif Abdurraqib,2722,https://www.goodreads.com/book/show/49247757-a-little-devil-in-america?from_choice=true
53330118,best nonfiction books 2021,Chatter by Ethan Kross,2036,https://www.goodreads.com/book/show/53330118-chatter?from_choice=true
56024292,best nonfiction books 2021,Paradise by Lizzie Johnson,1802,https://www.goodreads.com/book/show/56024292-paradise?from_choice=true
54814834,best nonfiction books 2021,Under a White Sky by Elizabeth Kolbert,1390,https://www.goodreads.com/book/show/54814834-under-a-white-sky?from_choice=true
54814676,best memoir autobiography books 2021,Crying in H Mart by Michelle Zauner,51361,https://www.goodreads.com/book/show/54814676-crying-in-h-mart?from_choice=true
55360284,best memoir autobiography books 2021,Taste by Stanley Tucci,36789,https://www.goodreads.com/book/show/55360284-taste?from_choice=true
54860610,best memoir autobiography books 2021,Somebody's Daughter by Ashley C. Ford,19798,https://www.goodreads.com/book/show/54860610-somebody-s-daughter?from_choice=true
50743767,best memoir autobiography books 2021,Between Two Kingdoms by Suleika Jaouad,15858,https://www.goodreads.com/book/show/50743767-between-two-kingdoms?from_choice=true
55538528,best memoir autobiography books 2021,Unfinished by Priyanka Chopra Jonas,14022,https://www.goodreads.com/book/show/55538528-unfinished?from_choice=true
57032570,best memoir autobiography books 2021,Notes on Grief by Chimamanda Ngozi Adichie,13764,https://www.goodreads.com/book/show/57032570-notes-on-grief?from_choice=true
57351643,best memoir autobiography books 2021,Unbound by Tarana Burke,13014,https://www.goodreads.com/book/show/57351643-unbound?from_choice=true
50622390,best memoir autobiography books 2021,Just as I Am by Cicely Tyson,12741,https://www.goodreads.com/book/show/50622390-just-as-i-am?from_choice=true
54895726,best memoir autobiography books 2021,Broken Horses by Brandi Carlile,10624,https://www.goodreads.com/book/show/54895726-broken-horses?from_choice=true
55277901,best memoir autobiography books 2021,Brat by Andrew McCarthy,9969,https://www.goodreads.com/book/show/55277901-brat?from_choice=true
56461570,best memoir autobiography books 2021,Beautiful Country by Qian Julie Wang,4213,https://www.goodreads.com/book/show/56461570-beautiful-country?from_choice=true
55711622,best memoir autobiography books 2021,¡Hola Papi! by John Paul Brammer,2719,https://www.goodreads.com/book/show/55711622-hola-papi?from_choice=true
50542126,best memoir autobiography books 2021,Beautiful Things by Hunter Biden,2533,https://www.goodreads.com/book/show/50542126-beautiful-things?from_choice=true
54799395,best memoir autobiography books 2021,The Puma Years by Laura   Coleman,2048,https://www.goodreads.com/book/show/54799395-the-puma-years?from_choice=true
52321511,best memoir autobiography books 2021,Bravey by Alexi Pappas,1737,https://www.goodreads.com/book/show/52321511-bravey?from_choice=true
53376379,best memoir autobiography books 2021,Seeing Ghosts by Kat Chow,1421,https://www.goodreads.com/book/show/53376379-seeing-ghosts?from_choice=true
53317418,best memoir autobiography books 2021,Finding Freedom by Erin French,1347,https://www.goodreads.com/book/show/53317418-finding-freedom?from_choice=true
55106753,best memoir autobiography books 2021,Widowish by Melissa  Gould,1300,https://www.goodreads.com/book/show/55106753-widowish?from_choice=true
52766142,best memoir autobiography books 2021,Aftershocks by Nadia Owusu,1280,https://www.goodreads.com/book/show/52766142-aftershocks?from_choice=true
55710553,best memoir autobiography books 2021,House of Sticks by Ly Tran,980,https://www.goodreads.com/book/show/55710553-house-of-sticks?from_choice=true
43868109,best history biography books 2021,Empire of Pain by Patrick Radden Keefe,19969,https://www.goodreads.com/book/show/43868109-empire-of-pain?from_choice=true
56132724,best history biography books 2021,The Woman They Could Not Silence by Kate  Moore,16199,https://www.goodreads.com/book/show/56132724-the-woman-they-could-not-silence?from_choice=true
54968118,best history biography books 2021,The Code Breaker by Walter Isaacson,15574,https://www.goodreads.com/book/show/54968118-the-code-breaker?from_choice=true
54998251,best history biography books 2021,Four Hundred Souls by Ibram X. Kendi,15115,https://www.goodreads.com/book/show/54998251-four-hundred-souls?from_choice=true
56382342,best history biography books 2021,Vanderbilt by Anderson Cooper,15071,https://www.goodreads.com/book/show/56382342-vanderbilt?from_choice=true
53968539,best history biography books 2021,Come Fly the World by Julia  Cooke,13994,https://www.goodreads.com/book/show/53968539-come-fly-the-world?from_choice=true
55643287,best history biography books 2021,How the Word Is Passed by Clint   Smith,13067,https://www.goodreads.com/book/show/55643287-how-the-word-is-passed?from_choice=true
53404774,best history biography books 2021,The Doctors Blackwell by Janice P. Nimura,11760,https://www.goodreads.com/book/show/53404774-the-doctors-blackwell?from_choice=true
52090762,best history biography books 2021,The Light of Days by Judy Batalion,11692,https://www.goodreads.com/book/show/52090762-the-light-of-days?from_choice=true
56668328,best history biography books 2021,The Bomber Mafia by Malcolm Gladwell,11653,https://www.goodreads.com/book/show/56668328-the-bomber-mafia?from_choice=true
53138238,best history biography books 2021,The Three Mothers by Anna Malaika Tubbs,3597,https://www.goodreads.com/book/show/53138238-the-three-mothers?from_choice=true
55298325,best history biography books 2021,On Juneteenth by Annette Gordon-Reed,3522,https://www.goodreads.com/book/show/55298325-on-juneteenth?from_choice=true
53122357,best history biography books 2021,Four Lost Cities by Annalee Newitz,3487,https://www.goodreads.com/book/show/53122357-four-lost-cities?from_choice=true
53915317,best history biography books 2021,Walk in My Combat Boots by James Patterson,3366,https://www.goodreads.com/book/show/53915317-walk-in-my-combat-boots?from_choice=true
54900051,best history biography books 2021,Madhouse at the End of the Earth by Julian Sancton,3030,https://www.goodreads.com/book/show/54900051-madhouse-at-the-end-of-the-earth?from_choice=true
52630443,best history biography books 2021,Bag Man by Rachel Maddow,2494,https://www.goodreads.com/book/show/52630443-bag-man?from_choice=true
56554585,best history biography books 2021,The Taking of Jemima Boone by Matthew Pearl,1779,https://www.goodreads.com/book/show/56554585-the-taking-of-jemima-boone?from_choice=true
55920278,best history biography books 2021,Facing the Mountain by Daniel James Brown,1505,https://www.goodreads.com/book/show/55920278-facing-the-mountain?from_choice=true
56695159,best history biography books 2021,Amazon Unbound by Brad Stone,1475,https://www.goodreads.com/book/show/56695159-amazon-unbound?from_choice=true
55057586,best history biography books 2021,Zero Fail by Carol Leonnig,1169,https://www.goodreads.com/book/show/55057586-zero-fail?from_choice=true
57282218,best graphic novels comics 2021,Lore Olympus by Rachel  Smythe,53686,https://www.goodreads.com/book/show/57282218-lore-olympus?from_choice=true
50395705,best graphic novels comics 2021,Frank Herbert's DUNE by Brian Herbert,28981,https://www.goodreads.com/book/show/50395705-frank-herbert-s-dune?from_choice=true
54663469,best graphic novels comics 2021,Avatar by Faith Erin Hicks,18438,https://www.goodreads.com/book/show/54663469-avatar?from_choice=true
54776523,best graphic novels comics 2021,The Girl from the Sea by Molly Knox Ostertag,18269,https://www.goodreads.com/book/show/54776523-the-girl-from-the-sea?from_choice=true
54739125,best graphic novels comics 2021,ExtraOrdinary by V.E. Schwab,15445,https://www.goodreads.com/book/show/54739125-extraordinary?from_choice=true
55214376,best graphic novels comics 2021,The Sad Ghost Club by Lize Meddings,15153,https://www.goodreads.com/book/show/55214376-the-sad-ghost-club?from_choice=true
54482758,best graphic novels comics 2021,In Love & Pajamas by Catana Chetwynd,13717,https://www.goodreads.com/book/show/54482758-in-love-pajamas?from_choice=true
55082274,best graphic novels comics 2021,Teen Titans by Kami Garcia,11781,https://www.goodreads.com/book/show/55082274-teen-titans?from_choice=true
54017829,best graphic novels comics 2021,The Crystal Kingdom by Clint McElroy,6225,https://www.goodreads.com/book/show/54017829-the-crystal-kingdom?from_choice=true
55711045,best graphic novels comics 2021,Cheer Up by Crystal Frasier,6015,https://www.goodreads.com/book/show/55711045-cheer-up?from_choice=true
54619012,best graphic novels comics 2021,And Now I Spill the Family Secrets by Margaret Kimball,2472,https://www.goodreads.com/book/show/54619012-and-now-i-spill-the-family-secrets?from_choice=true
57127813,best graphic novels comics 2021,Dark One by Brandon Sanderson,2471,https://www.goodreads.com/book/show/57127813-dark-one?from_choice=true
55711552,best graphic novels comics 2021,Wake by Rebecca    Hall,2460,https://www.goodreads.com/book/show/55711552-wake?from_choice=true
57752416,best graphic novels comics 2021,Between Shades of Gray by Andrew Donkin,2402,https://www.goodreads.com/book/show/57752416-between-shades-of-gray?from_choice=true
53968436,best graphic novels comics 2021,The Secret to Superhuman Strength by Alison Bechdel,2326,https://www.goodreads.com/book/show/53968436-the-secret-to-superhuman-strength?from_choice=true
57600413,best graphic novels comics 2021,Run by John             Lewis,2207,https://www.goodreads.com/book/show/57600413-run?from_choice=true
52295479,best graphic novels comics 2021,Squad by Maggie Tokuda-Hall,2121,https://www.goodreads.com/book/show/52295479-squad?from_choice=true
55648627,best graphic novels comics 2021,Seek You by Kristen Radtke,1888,https://www.goodreads.com/book/show/55648627-seek-you?from_choice=true
54304166,best graphic novels comics 2021,Thirsty Mermaids by Kat Leyh,1301,https://www.goodreads.com/book/show/54304166-thirsty-mermaids?from_choice=true
55284968,best graphic novels comics 2021,Bubble by Jordan  Morris,1241,https://www.goodreads.com/book/show/55284968-bubble?from_choice=true
56914101,best poetry books 2021,The Hill We Climb by Amanda Gorman,49251,https://www.goodreads.com/book/show/56914101-the-hill-we-climb?from_choice=true
54359466,best poetry books 2021,"Black Girl, Call Home by Jasmine Mans",13407,https://www.goodreads.com/book/show/54359466-black-girl-call-home?from_choice=true
54335207,best poetry books 2021,Shine your Icy Crown by Amanda Lovelace,11579,https://www.goodreads.com/book/show/54335207-shine-your-icy-crown?from_choice=true
58464584,best poetry books 2021,You Better Be Lightning by Andrea Gibson,11388,https://www.goodreads.com/book/show/58464584-you-better-be-lightning?from_choice=true
57007429,best poetry books 2021,I Hope This Finds You Well by Kate Baer,10293,https://www.goodreads.com/book/show/57007429-i-hope-this-finds-you-well?from_choice=true
55659276,best poetry books 2021,Where Hope Comes From by Nikita Gill,9184,https://www.goodreads.com/book/show/55659276-where-hope-comes-from?from_choice=true
56802114,best poetry books 2021,Goldenrod by Maggie  Smith,8950,https://www.goodreads.com/book/show/56802114-goldenrod?from_choice=true
50498335,best poetry books 2021,Me by Amber McBride,6933,https://www.goodreads.com/book/show/50498335-me?from_choice=true
54335204,best poetry books 2021,Clarity & Connection by Yung Pueblo,6889,https://www.goodreads.com/book/show/54335204-clarity-connection?from_choice=true
54416144,best poetry books 2021,Home Is Not a Country by Safia Elhillo,6658,https://www.goodreads.com/book/show/54416144-home-is-not-a-country?from_choice=true
56950454,best poetry books 2021,Look Mom I’m a Poet by Andrew Shaffer,2371,https://www.goodreads.com/book/show/56950454-look-mom-i-m-a-poet?from_choice=true
53240799,best poetry books 2021,If I Tell You the Truth by Jasmin Kaur,2355,https://www.goodreads.com/book/show/53240799-if-i-tell-you-the-truth?from_choice=true
54287653,best poetry books 2021,How Far You Have Come by Morgan Harper Nichols,2199,https://www.goodreads.com/book/show/54287653-how-far-you-have-come?from_choice=true
51135126,best poetry books 2021,I'll Fly Away by Rudy Francisco,2137,https://www.goodreads.com/book/show/51135126-i-ll-fly-away?from_choice=true
54419215,best poetry books 2021,Chlorine Sky by Mahogany L. Browne,2084,https://www.goodreads.com/book/show/54419215-chlorine-sky?from_choice=true
54482759,best poetry books 2021,Call Me Athena by Colby Cedar Smith,2042,https://www.goodreads.com/book/show/54482759-call-me-athena?from_choice=true
53402145,best poetry books 2021,American Melancholy by Joyce Carol Oates,2023,https://www.goodreads.com/book/show/53402145-american-melancholy?from_choice=true
55829991,best poetry books 2021,I am The Rage by Martina McGowan,1684,https://www.goodreads.com/book/show/55829991-i-am-the-rage?from_choice=true
56462368,best poetry books 2021,When We Make It by Elisabet Velasquez,1601,https://www.goodreads.com/book/show/56462368-when-we-make-it?from_choice=true
53398748,best poetry books 2021,God I Feel Modern Tonight by Catherine Cohen,937,https://www.goodreads.com/book/show/53398748-god-i-feel-modern-tonight?from_choice=true
57190892,best debut novel 2021,The Spanish Love Deception by Elena  Armas,55621,https://www.goodreads.com/book/show/57190892-the-spanish-love-deception?from_choice=true
53288434,best debut novel 2021,The Lost Apothecary by Sarah Penner,47761,https://www.goodreads.com/book/show/53288434-the-lost-apothecary?from_choice=true
57812106,best debut novel 2021,Firekeeper's Daughter by Angeline Boulley,38188,https://www.goodreads.com/book/show/57812106-firekeeper-s-daughter?from_choice=true
52476830,best debut novel 2021,The Push by Ashley Audrain,29928,https://www.goodreads.com/book/show/52476830-the-push?from_choice=true
53028775,best debut novel 2021,The Gilded Ones by Namina Forna,26689,https://www.goodreads.com/book/show/53028775-the-gilded-ones?from_choice=true
55077538,best debut novel 2021,She Who Became the Sun by Shelley Parker-Chan,24986,https://www.goodreads.com/book/show/55077538-she-who-became-the-sun?from_choice=true
58698241,best debut novel 2021,The Paper Palace by Miranda Cowley Heller,18153,https://www.goodreads.com/book/show/58698241-the-paper-palace?from_choice=true
53922305,best debut novel 2021,Honey Girl by Morgan  Rogers,16898,https://www.goodreads.com/book/show/53922305-honey-girl?from_choice=true
55169040,best debut novel 2021,We Are the Brennans by Tracey Lange,13541,https://www.goodreads.com/book/show/55169040-we-are-the-brennans?from_choice=true
48890225,best debut novel 2021,"Detransition, Baby by Torrey Peters",13289,https://www.goodreads.com/book/show/48890225-detransition-baby?from_choice=true
53205912,best debut novel 2021,Winter's Orbit by Everina Maxwell,4079,https://www.goodreads.com/book/show/53205912-winter-s-orbit?from_choice=true
53138197,best debut novel 2021,Of Women and Salt by Gabriela  Garcia,3566,https://www.goodreads.com/book/show/53138197-of-women-and-salt?from_choice=true
54304125,best debut novel 2021,The Final Revival of Opal & Nev by Dawnie Walton,3411,https://www.goodreads.com/book/show/54304125-the-final-revival-of-opal-nev?from_choice=true
56435922,best debut novel 2021,The Prophets by Robert Jones Jr.,3139,https://www.goodreads.com/book/show/56435922-the-prophets?from_choice=true
51183428,best debut novel 2021,The Love Songs of W.E.B. Du Bois by Honorée Fanonne Jeffers,2902,https://www.goodreads.com/book/show/51183428-the-love-songs-of-w-e-b-du-bois?from_choice=true
56607366,best debut novel 2021,Black Buck by Mateo Askaripour,2751,https://www.goodreads.com/book/show/56607366-black-buck?from_choice=true
54404602,best debut novel 2021,The Sweetness of Water by Nathan  Harris,2714,https://www.goodreads.com/book/show/54404602-the-sweetness-of-water?from_choice=true
53414230,best debut novel 2021,Open Water by Caleb Azumah Nelson,2541,https://www.goodreads.com/book/show/53414230-open-water?from_choice=true
57505278,best debut novel 2021,All Her Little Secrets by Wanda M. Morris,1611,https://www.goodreads.com/book/show/57505278-all-her-little-secrets?from_choice=true
53597769,best debut novel 2021,The Five Wounds by Kirstin Valdez Quade,1430,https://www.goodreads.com/book/show/53597769-the-five-wounds?from_choice=true
57812106,best young adult fiction books 2021,Firekeeper's Daughter by Angeline Boulley,35648,https://www.goodreads.com/book/show/57812106-firekeeper-s-daughter?from_choice=true
56305028,best young adult fiction books 2021,The Hawthorne Legacy by Jennifer Lynn Barnes,33974,https://www.goodreads.com/book/show/56305028-the-hawthorne-legacy?from_choice=true
55518780,best young adult fiction books 2021,Ace of Spades by Faridah Àbíké-Íyímídé,33442,https://www.goodreads.com/book/show/55518780-ace-of-spades?from_choice=true
56980548,best young adult fiction books 2021,Aristotle and Dante Dive into the Waters of the World by Benjamin Alire Sáenz,32298,https://www.goodreads.com/book/show/56980548-aristotle-and-dante-dive-into-the-waters-of-the-world?from_choice=true
52822210,best young adult fiction books 2021,Concrete Rose by Angie Thomas,24346,https://www.goodreads.com/book/show/52822210-concrete-rose?from_choice=true
56905097,best young adult fiction books 2021,As Good As Dead by Holly  Jackson,23624,https://www.goodreads.com/book/show/56905097-as-good-as-dead?from_choice=true
49111189,best young adult fiction books 2021,The Cousins by Karen M. McManus,22394,https://www.goodreads.com/book/show/49111189-the-cousins?from_choice=true
35224992,best young adult fiction books 2021,Last Night at the Telegraph Club by Malinda Lo,18241,https://www.goodreads.com/book/show/35224992-last-night-at-the-telegraph-club?from_choice=true
56643402,best young adult fiction books 2021,Instructions for Dancing by Nicola Yoon,17685,https://www.goodreads.com/book/show/56643402-instructions-for-dancing?from_choice=true
54427168,best young adult fiction books 2021,The Box in the Woods by Maureen Johnson,13148,https://www.goodreads.com/book/show/54427168-the-box-in-the-woods?from_choice=true
58094337,best young adult fiction books 2021,Tokyo Ever After by Emiko Jean,5526,https://www.goodreads.com/book/show/58094337-tokyo-ever-after?from_choice=true
52515987,best young adult fiction books 2021,She Drives Me Crazy by Kelly Quindlen,4966,https://www.goodreads.com/book/show/52515987-she-drives-me-crazy?from_choice=true
54238295,best young adult fiction books 2021,A Pho Love Story by Loan Le,4463,https://www.goodreads.com/book/show/54238295-a-pho-love-story?from_choice=true
50892313,best young adult fiction books 2021,Yolk by Mary H.K. Choi,4463,https://www.goodreads.com/book/show/50892313-yolk?from_choice=true
53138158,best young adult fiction books 2021,You Have a Match by Emma Lord,4143,https://www.goodreads.com/book/show/53138158-you-have-a-match?from_choice=true
54860459,best young adult fiction books 2021,Hani and Ishu's Guide to Fake Dating by Adiba Jaigirdar,3769,https://www.goodreads.com/book/show/54860459-hani-and-ishu-s-guide-to-fake-dating?from_choice=true
54998272,best young adult fiction books 2021,The Girls I've Been by Tess Sharpe,3584,https://www.goodreads.com/book/show/54998272-the-girls-i-ve-been?from_choice=true
49204960,best young adult fiction books 2021,Perfect on Paper by Sophie Gonzales,3290,https://www.goodreads.com/book/show/49204960-perfect-on-paper?from_choice=true
49399658,best young adult fiction books 2021,Counting Down with You by Tashie Bhuiyan,3071,https://www.goodreads.com/book/show/49399658-counting-down-with-you?from_choice=true
53138093,best young adult fiction books 2021,The Project by Courtney Summers,2478,https://www.goodreads.com/book/show/53138093-the-project?from_choice=true
54589790,best young adult fantasy books 2021,Rule of Wolves by Leigh Bardugo,48212,https://www.goodreads.com/book/show/54589790-rule-of-wolves?from_choice=true
17699855,best young adult fantasy books 2021,Chain of Iron by Cassandra Clare,31911,https://www.goodreads.com/book/show/17699855-chain-of-iron?from_choice=true
53375824,best young adult fantasy books 2021,Lore by Alexandra Bracken,27855,https://www.goodreads.com/book/show/53375824-lore?from_choice=true
52190991,best young adult fantasy books 2021,Any Way the Wind Blows by Rainbow Rowell,26842,https://www.goodreads.com/book/show/52190991-any-way-the-wind-blows?from_choice=true
53402403,best young adult fantasy books 2021,How the King of Elfhame Learned to Hate Stories by Holly Black,26479,https://www.goodreads.com/book/show/53402403-how-the-king-of-elfhame-learned-to-hate-stories?from_choice=true
52459864,best young adult fantasy books 2021,Iron Widow by Xiran Jay Zhao,23754,https://www.goodreads.com/book/show/52459864-iron-widow?from_choice=true
53028775,best young adult fantasy books 2021,The Gilded Ones by Namina Forna,23486,https://www.goodreads.com/book/show/53028775-the-gilded-ones?from_choice=true
56980367,best young adult fantasy books 2021,Our Violent Ends by Chloe Gong,19782,https://www.goodreads.com/book/show/56980367-our-violent-ends?from_choice=true
52013133,best young adult fantasy books 2021,A ​Sky Beyond the Storm by Sabaa Tahir,19505,https://www.goodreads.com/book/show/52013133-a-sky-beyond-the-storm?from_choice=true
55987278,best young adult fantasy books 2021,Once Upon a Broken Heart by Stephanie Garber,17698,https://www.goodreads.com/book/show/55987278-once-upon-a-broken-heart?from_choice=true
54613751,best young adult fantasy books 2021,House of Hollow by Krystal Sutherland,6510,https://www.goodreads.com/book/show/54613751-house-of-hollow?from_choice=true
55725741,best young adult fantasy books 2021,Six Crimson Cranes by Elizabeth Lim,6214,https://www.goodreads.com/book/show/55725741-six-crimson-cranes?from_choice=true
58784159,best young adult fantasy books 2021,Namesake by Adrienne Young,6080,https://www.goodreads.com/book/show/58784159-namesake?from_choice=true
57965663,best young adult fantasy books 2021,Realm Breaker by Victoria Aveyard,5210,https://www.goodreads.com/book/show/57965663-realm-breaker?from_choice=true
46223364,best young adult fantasy books 2021,We Free the Stars by Hafsah Faizal,5193,https://www.goodreads.com/book/show/46223364-we-free-the-stars?from_choice=true
55425313,best young adult fantasy books 2021,Gods & Monsters by Shelby Mahurin,5187,https://www.goodreads.com/book/show/55425313-gods-monsters?from_choice=true
